pr_number,created_at,hours_to_review
2249,2022-01-24 19:46:39,1.17
2247,2022-01-24 16:14:05,171.91
2246,2022-01-23 18:01:38,32.34
2245,2022-01-21 21:21:31,68.54
2244,2022-01-21 21:16:06,68.62
2242,2022-01-20 10:34:45,273.88
2241,2022-01-19 18:56:08,0.81
2240,2022-01-19 16:40:23,0.49
2239,2022-01-19 08:43:36,1013.54
2238,2022-01-19 00:52:27,0.88
2237,2022-01-18 22:16:41,0.01
2236,2022-01-18 19:55:18,4.1
2235,2022-01-18 17:40:15,1.03
2234,2022-01-18 16:50:33,195.39
2233,2022-01-18 11:19:20,3.03
2231,2022-01-17 14:52:49,2.93
2230,2022-01-17 08:42:36,3.47
2229,2022-01-15 16:33:11,46.16
2228,2022-01-13 22:18:46,0.83
2226,2022-01-13 14:49:30,0.24
2225,2022-01-13 13:45:36,1.15
2223,2022-01-13 07:24:54,14.73
2222,2022-01-13 06:54:22,1660.2
2221,2022-01-12 21:45:35,0.92
2219,2022-01-11 20:33:39,19.14
2218,2022-01-11 18:07:03,2.22
2217,2022-01-11 16:36:43,1.07
2216,2022-01-11 13:17:36,56.75
2215,2022-01-11 11:14:43,1.87
2214,2022-01-10 20:06:05,49.4
2213,2022-01-10 16:07:31,742.69
2212,2022-01-10 15:17:06,73.26
2211,2022-01-10 14:26:02,347.95
2210,2022-01-10 11:05:08,351.31
2209,2022-01-10 09:50:15,393.05
2208,2022-01-09 18:29:14,367.86
2207,2022-01-09 18:06:26,375.65
2204,2022-01-09 14:18:56,379.62
2203,2022-01-09 12:28:44,381.64
2202,2022-01-08 16:17:18,402.51
2201,2022-01-08 12:09:55,407.41
2200,2022-01-08 11:32:04,408.87
2199,2022-01-07 20:00:45,425.68
2198,2022-01-07 19:33:03,455.25
2197,2022-01-07 18:12:06,427.81
2196,2022-01-07 16:29:25,429.71
2195,2022-01-07 15:53:32,78.33
2194,2022-01-07 11:06:57,0.07
2192,2022-01-06 13:36:29,861.92
2191,2022-01-06 10:59:28,1824.14
2190,2022-01-06 10:49:31,652.23
2189,2022-01-05 17:20:19,0.23
2188,2022-01-05 15:06:14,2.91
2187,2022-01-05 15:01:45,891.41
2186,2022-01-05 14:13:30,0.66
2185,2022-01-05 10:22:15,117.15
2184,2022-01-04 20:30:08,209.19
2183,2022-01-04 20:02:09,18.98
2182,2022-01-04 19:52:28,145.56
2181,2022-01-04 15:42:34,845.8
2180,2022-01-03 18:46:23,19.89
2179,2022-01-03 16:20:14,220.07
2176,2021-12-30 15:49:18,0.43
2175,2021-12-30 09:35:10,2.15
2174,2021-12-29 17:09:44,365.07
2173,2021-12-28 15:48:28,47.76
2172,2021-12-23 17:57:28,1.44
2171,2021-12-23 13:53:13,2.32
2170,2021-12-23 13:42:07,0.06
2169,2021-12-23 04:56:46,11.96
2168,2021-12-23 02:51:06,172.51
2167,2021-12-22 21:27:03,1.4
2165,2021-12-22 18:52:55,1.53
2164,2021-12-22 18:28:31,2.01
2163,2021-12-22 18:17:19,308.43
2162,2021-12-21 22:02:08,18.34
2161,2021-12-21 21:16:21,161.1
2158,2021-12-21 16:54:11,0.01
2157,2021-12-21 15:30:37,1.43
2156,2021-12-20 22:05:05,430.01
2155,2021-12-20 14:32:15,0.4
2153,2021-12-17 19:50:15,0.03
2152,2021-12-17 19:45:29,91.72
2151,2021-12-17 11:18:17,312.45
2150,2021-12-16 22:39:37,17.34
2149,2021-12-16 21:40:37,12909.29
2148,2021-12-16 20:45:41,1.29
2147,2021-12-16 18:35:43,1.98
2146,2021-12-16 17:53:49,25.45
2145,2021-12-16 13:47:41,1.21
2144,2021-12-16 13:28:11,122.1
2143,2021-12-16 13:26:45,6.03
2142,2021-12-16 13:24:13,6.1
2140,2021-12-15 23:53:34,7554.66
2139,2021-12-15 23:33:22,1.05
2138,2021-12-15 23:22:11,0.97
2137,2021-12-15 22:40:22,0.38
2136,2021-12-15 21:09:29,4.51
2135,2021-12-15 20:32:43,278.57
2134,2021-12-15 20:12:06,0.79
2133,2021-12-15 18:59:38,185.51
2132,2021-12-15 17:59:20,49.87
2131,2021-12-15 14:59:29,19.72
2130,2021-12-15 12:52:59,695.42
2129,2021-12-15 10:50:51,1.93
2126,2021-12-14 19:34:05,0.84
2125,2021-12-14 19:30:51,0.02
2123,2021-12-14 16:45:36,0.12
2122,2021-12-14 10:25:52,2.54
2121,2021-12-14 08:28:29,5.56
2120,2021-12-14 04:20:18,9.02
2119,2021-12-13 23:15:52,0.5
2118,2021-12-13 22:22:51,4.19
2117,2021-12-13 13:10:03,0.61
2116,2021-12-13 12:27:49,0.34
2115,2021-12-13 09:10:04,3.91
2113,2021-12-08 16:43:52,0.34
2112,2021-12-08 13:10:35,3.42
2111,2021-12-08 12:14:52,120.68
2110,2021-12-07 17:07:51,164.56
2109,2021-12-07 15:45:38,0.76
2107,2021-12-07 12:16:58,27.49
2106,2021-12-07 08:06:31,31.66
2105,2021-12-07 00:00:44,0.01
2104,2021-12-06 21:47:13,17.9
2103,2021-12-06 19:57:33,0.87
2102,2021-12-06 18:14:28,1.05
2101,2021-12-06 09:50:08,9.41
2100,2021-12-06 08:29:07,55.66
2097,2021-12-03 16:47:21,0.0
2095,2021-12-02 21:59:46,21.12
2094,2021-12-02 20:52:52,0.88
2093,2021-12-02 14:56:19,292.47
2091,2021-12-02 13:44:21,0.17
2088,2021-12-02 11:30:54,4.06
2087,2021-12-01 23:56:59,0.02
2086,2021-12-01 21:57:18,0.95
2085,2021-12-01 21:03:39,0.09
2084,2021-12-01 20:42:10,0.66
2083,2021-12-01 19:55:41,0.74
2082,2021-12-01 18:01:36,3650.28
2081,2021-12-01 16:49:11,1.93
2080,2021-12-01 07:06:59,8.77
2079,2021-11-30 22:41:10,23.03
2078,2021-11-30 21:33:06,18.96
2077,2021-11-30 20:54:30,142.84
2076,2021-11-30 20:42:56,24.53
2075,2021-11-30 19:05:44,26.15
2074,2021-11-30 18:55:15,3.47
2071,2021-11-30 17:40:53,4565.02
2070,2021-11-30 15:55:13,0.93
2069,2021-11-29 08:32:35,54.32
2068,2021-11-26 12:50:01,122.72
2067,2021-11-24 21:47:59,134.94
2066,2021-11-24 12:42:55,3.73
2065,2021-11-23 22:57:15,13.43
2064,2021-11-23 22:48:29,13.57
2063,2021-11-23 21:37:45,191.72
2062,2021-11-23 21:22:05,0.04
2061,2021-11-23 19:02:19,169.31
2060,2021-11-23 17:32:49,2.21
2059,2021-11-23 16:04:56,162.75
2058,2021-11-23 14:22:20,6.36
2057,2021-11-23 11:43:16,4.73
2055,2021-11-22 13:17:02,3415.65
2054,2021-11-21 11:06:35,5243.71
2052,2021-11-18 22:10:17,0.01
2051,2021-11-18 20:36:07,0.38
2050,2021-11-18 20:04:32,3960.22
2049,2021-11-18 19:37:04,337.1
2047,2021-11-17 15:01:09,26.05
2046,2021-11-17 13:46:37,337.25
2045,2021-11-16 14:06:27,340.79
2044,2021-11-16 09:46:51,364.31
2043,2021-11-16 08:37:41,3.97
2041,2021-11-12 21:26:15,574.37
2040,2021-11-12 18:51:50,0.27
2039,2021-11-12 17:38:06,0.48
2037,2021-11-12 10:27:50,4.93
2036,2021-11-12 06:13:40,10.59
2035,2021-11-11 19:08:48,0.02
2034,2021-11-11 18:05:27,0.5
2033,2021-11-11 14:10:50,0.87
2032,2021-11-11 12:26:12,0.12
2031,2021-11-10 21:11:24,0.0
2030,2021-11-10 20:43:51,0.0
2029,2021-11-10 20:38:00,0.01
2028,2021-11-10 17:00:31,18.43
2027,2021-11-10 15:11:30,628.15
2025,2021-11-10 03:22:53,1.74
2024,2021-11-09 21:58:08,1.83
2022,2021-11-09 11:01:44,71.16
2021,2021-11-09 04:59:46,9.66
2020,2021-11-09 04:06:24,0.81
2019,2021-11-09 03:46:00,0.0
2018,2021-11-08 22:34:14,0.94
2017,2021-11-08 12:40:54,6.95
2016,2021-11-05 21:48:44,13.2
2015,2021-11-05 21:47:40,63.83
2014,2021-11-05 20:08:40,0.91
2013,2021-11-05 19:27:57,0.06
2012,2021-11-05 17:07:54,1.35
2011,2021-11-05 13:43:12,2.31
2010,2021-11-05 11:43:33,5.83
2008,2021-11-04 18:19:59,25.15
2007,2021-11-04 12:11:27,2.94
2006,2021-11-04 11:19:01,0.18
2005,2021-11-04 10:33:22,0.36
2004,2021-11-03 19:56:50,0.54
2003,2021-11-03 19:46:42,0.1
2002,2021-11-03 19:15:10,0.61
2001,2021-11-03 17:52:38,1.19
2000,2021-11-03 16:01:18,0.12
1999,2021-11-03 02:06:55,17.53
1997,2021-11-02 20:04:15,23.55
1996,2021-11-02 19:32:29,19.79
1995,2021-11-02 18:03:43,0.0
1994,2021-11-02 16:46:52,0.21
1993,2021-11-02 16:13:05,0.06
1992,2021-11-02 13:11:03,483.93
1991,2021-11-02 10:56:42,3.21
1990,2021-11-02 10:17:17,5.95
1989,2021-11-02 08:59:57,0.45
1988,2021-11-02 07:20:56,0.99
1987,2021-11-02 06:11:53,1.1
1986,2021-11-02 05:16:39,4.19
1985,2021-11-02 04:16:04,0.01
1984,2021-11-02 03:27:50,0.61
1983,2021-11-02 03:19:16,0.07
1982,2021-11-02 03:04:15,0.06
1981,2021-11-02 01:35:14,0.65
1978,2021-11-01 16:47:39,23.51
1977,2021-11-01 06:07:29,23.98
1976,2021-10-29 13:44:54,0.2
1975,2021-10-29 12:31:37,0.14
1974,2021-10-29 11:27:53,1.02
1973,2021-10-29 11:16:34,0.12
1972,2021-10-28 10:23:00,820.6
1971,2021-10-27 16:10:30,1.28
1970,2021-10-27 02:57:21,0.0
1968,2021-10-26 20:29:44,0.31
1967,2021-10-26 19:50:31,0.33
1966,2021-10-26 19:21:58,192.21
1965,2021-10-25 17:00:09,886.26
1964,2021-10-25 10:48:30,573.6
1963,2021-10-23 19:54:57,931.34
1962,2021-10-22 18:37:56,1251.6
1961,2021-10-22 04:02:21,427.52
1960,2021-10-22 00:19:53,446.17
1959,2021-10-21 20:12:15,16.97
1958,2021-10-20 17:37:58,0.64
1957,2021-10-20 15:10:27,6.13
1956,2021-10-20 14:24:31,2.62
1955,2021-10-20 10:08:14,24.2
1954,2021-10-20 09:06:21,4667.19
1953,2021-10-19 20:24:19,0.13
1952,2021-10-19 19:47:11,0.07
1951,2021-10-19 18:29:35,1.21
1950,2021-10-19 18:08:10,0.75
1949,2021-10-19 12:00:04,26.17
1948,2021-10-19 08:50:39,1038.54
1947,2021-10-18 22:18:38,11.85
1946,2021-10-18 11:56:39,351.1
1945,2021-10-18 06:31:45,268.61
1944,2021-10-16 03:05:08,108.21
1943,2021-10-16 01:50:58,0.01
1942,2021-10-15 22:31:27,1.75
1941,2021-10-15 17:43:20,0.33
1940,2021-10-15 16:40:46,4839.58
1939,2021-10-15 15:07:55,0.84
1938,2021-10-15 12:09:01,1255.55
1937,2021-10-15 11:54:29,68.48
1936,2021-10-14 10:26:42,1.88
1935,2021-10-14 10:18:15,31.88
1934,2021-10-14 00:27:32,11.98
1933,2021-10-13 23:06:13,0.59
1932,2021-10-13 22:52:22,0.18
1931,2021-10-13 21:18:18,0.15
1930,2021-10-13 19:12:17,1296.79
1929,2021-10-13 12:17:14,0.24
1928,2021-10-13 11:37:41,1.38
1927,2021-10-13 04:40:42,5.55
1926,2021-10-13 04:05:01,732.3
1925,2021-10-13 02:56:27,60.95
1924,2021-10-12 19:36:14,3.44
1922,2021-10-12 18:51:28,4.72
1921,2021-10-12 09:56:33,1.89
1920,2021-10-12 09:38:47,0.25
1919,2021-10-11 19:31:19,2.33
1918,2021-10-11 18:34:17,11.46
1917,2021-10-11 18:20:03,18.08
1916,2021-10-11 05:29:48,24.63
1915,2021-10-07 18:36:31,74.65
1914,2021-10-07 16:56:24,149.8
1913,2021-10-07 15:40:26,1.76
1912,2021-10-07 12:53:13,0.31
1911,2021-10-07 10:12:35,2.53
1909,2021-10-06 16:10:34,1.35
1908,2021-10-06 15:04:19,0.07
1907,2021-10-06 11:23:33,0.38
1906,2021-10-06 09:00:37,466.79
1905,2021-10-05 18:44:02,194.57
1904,2021-10-05 17:34:20,962.59
1903,2021-10-04 15:51:40,9840.87
1902,2021-10-04 13:37:29,0.61
1901,2021-10-04 08:12:02,50.68
1900,2021-10-01 20:29:29,139.04
1899,2021-10-01 03:50:28,0.01
1898,2021-09-30 17:54:24,2.1
1897,2021-09-30 17:43:30,1.53
1896,2021-09-29 18:45:22,33.03
1895,2021-09-29 16:35:11,2.19
1894,2021-09-29 09:49:19,3.07
1892,2021-09-28 19:30:01,20.2
1891,2021-09-28 18:24:32,0.26
1890,2021-09-28 18:24:02,4702.59
1888,2021-09-28 16:23:58,2.28
1887,2021-09-28 15:34:46,45.89
1885,2021-09-28 13:59:14,4.35
1884,2021-09-28 08:51:18,4.67
1883,2021-09-27 11:15:15,5.88
1882,2021-09-27 06:53:54,78.13
1881,2021-09-24 22:49:52,1.61
1880,2021-09-24 21:40:52,0.56
1879,2021-09-24 21:39:39,1.15
1878,2021-09-24 20:39:45,0.01
1877,2021-09-24 16:55:22,1618.73
1876,2021-09-24 04:34:38,15.48
1875,2021-09-24 00:18:54,177.3
1873,2021-09-23 03:40:06,0.0
1872,2021-09-22 21:34:34,1.29
1871,2021-09-22 18:45:17,2.83
1870,2021-09-22 17:03:15,0.4
1869,2021-09-22 15:06:28,190.11
1868,2021-09-22 13:18:28,29.19
1867,2021-09-22 10:21:01,336.46
1866,2021-09-22 10:06:42,0.39
1865,2021-09-22 09:51:11,2.37
1864,2021-09-22 06:28:29,14173.69
1862,2021-09-21 17:55:46,23.03
1861,2021-09-20 22:08:39,3713.68
1860,2021-09-20 20:40:00,0.0
1859,2021-09-20 20:37:30,0.02
1858,2021-09-20 20:02:24,10105.87
1857,2021-09-20 18:46:17,0.0
1856,2021-09-20 17:28:14,0.34
1855,2021-09-18 10:28:33,1010.85
1854,2021-09-16 09:35:29,104.8
1852,2021-09-15 22:17:06,112.89
1851,2021-09-15 16:44:40,0.07
1850,2021-09-15 16:39:05,5.52
1849,2021-09-15 15:45:20,119.2
1848,2021-09-15 14:09:19,5.98
1847,2021-09-15 09:01:29,3.98
1846,2021-09-15 05:00:18,0.02
1845,2021-09-14 19:56:37,19.14
1844,2021-09-14 19:26:06,24.58
1843,2021-09-14 16:25:24,1.29
1842,2021-09-14 15:37:02,0.66
1841,2021-09-14 15:12:12,4.09
1839,2021-09-14 02:08:04,0.0
1838,2021-09-14 00:43:59,0.0
1837,2021-09-14 00:42:51,0.03
1836,2021-09-13 21:49:47,210.77
1833,2021-09-10 00:58:43,0.01
1832,2021-09-09 20:02:25,15.95
1831,2021-09-09 16:50:03,43.65
1830,2021-09-09 13:14:09,263.97
1829,2021-09-09 11:35:48,151.27
1828,2021-09-09 01:18:46,34.54
1827,2021-09-08 22:05:55,20.2
1826,2021-09-08 20:09:10,1.48
1824,2021-09-08 12:42:27,0.17
1823,2021-09-07 20:35:43,22.85
1822,2021-09-07 14:50:18,0.02
1821,2021-09-07 14:16:04,17.58
1820,2021-09-07 13:21:19,23.8
1819,2021-09-07 12:34:55,24.58
1818,2021-09-06 07:21:48,946.36
1817,2021-09-03 23:23:22,3494.51
1816,2021-09-02 15:32:07,0.08
1815,2021-09-02 15:16:05,141.97
1814,2021-09-01 17:05:38,459.56
1813,2021-09-01 14:57:24,54.62
1812,2021-09-01 13:15:18,0.05
1811,2021-09-01 01:42:29,0.0
1810,2021-08-31 18:08:45,526.46
1809,2021-08-31 17:35:08,564.13
1808,2021-08-31 15:55:08,0.0
1807,2021-08-30 17:01:12,2.53
1806,2021-08-30 16:11:27,0.12
1805,2021-08-30 06:30:14,239.34
1804,2021-08-26 17:46:24,0.0
1802,2021-08-26 15:36:47,30.56
1801,2021-08-26 11:10:00,94.28
1800,2021-08-26 08:29:56,103.19
1799,2021-08-26 05:45:59,132.36
1798,2021-08-25 22:05:11,18.06
1797,2021-08-25 21:02:02,0.28
1796,2021-08-25 19:57:18,24.06
1795,2021-08-25 18:26:46,1.35
1793,2021-08-24 22:53:47,0.01
1792,2021-08-24 22:53:11,0.0
1791,2021-08-24 15:41:19,22.06
1790,2021-08-24 11:40:36,23.12
1789,2021-08-24 10:23:53,345.19
1788,2021-08-24 04:57:30,0.0
1787,2021-08-23 23:06:19,10.43
1786,2021-08-23 23:02:43,0.93
1785,2021-08-23 18:33:32,4.45
1784,2021-08-21 17:27:52,0.0
1783,2021-08-20 22:01:31,0.0
1782,2021-08-20 20:21:18,1.56
1781,2021-08-20 19:16:07,578.55
1780,2021-08-20 18:04:00,0.13
1778,2021-08-20 15:01:34,1.71
1777,2021-08-20 07:52:52,2.11
1776,2021-08-20 00:55:53,14.98
1775,2021-08-19 22:43:32,0.02
1774,2021-08-19 18:30:23,27.41
1773,2021-08-19 15:31:43,2.55
1772,2021-08-19 14:32:16,0.72
1771,2021-08-19 06:31:39,624.56
1770,2021-08-19 06:19:21,167.78
1769,2021-08-19 06:11:12,0.01
1768,2021-08-18 23:32:24,0.2
1767,2021-08-18 22:07:12,21.33
1766,2021-08-18 21:27:55,0.54
1765,2021-08-18 20:27:48,16.58
1764,2021-08-18 07:17:32,9.08
1763,2021-08-17 18:34:44,27.04
1762,2021-08-17 18:19:26,2.21
1761,2021-08-17 17:37:05,1.62
1760,2021-08-17 16:59:46,0.71
1759,2021-08-17 13:45:32,366.72
1758,2021-08-17 10:38:39,885.86
1757,2021-08-17 09:50:45,0.01
1756,2021-08-17 09:26:18,0.38
1755,2021-08-17 03:15:53,22.4
1754,2021-08-17 01:01:57,1.36
1753,2021-08-16 17:57:47,0.89
1752,2021-08-16 16:34:11,5.22
1751,2021-08-16 06:10:12,0.0
1750,2021-08-15 23:08:10,0.02
1749,2021-08-14 18:13:13,5.12
1748,2021-08-14 02:44:31,61.54
1747,2021-08-13 20:50:37,0.64
1746,2021-08-13 19:48:01,22.47
1745,2021-08-13 16:40:17,46.35
1744,2021-08-13 14:37:37,3.73
1743,2021-08-12 22:38:57,977.95
1742,2021-08-12 20:48:55,0.02
1741,2021-08-12 19:52:05,0.93
1740,2021-08-12 19:48:10,980.8
1739,2021-08-12 19:40:02,0.04
1738,2021-08-12 18:53:41,0.69
1737,2021-08-12 18:34:43,0.01
1736,2021-08-12 18:02:33,0.08
1735,2021-08-12 18:01:25,0.06
1734,2021-08-12 17:37:33,1.97
1733,2021-08-12 17:25:14,23.29
1732,2021-08-12 17:09:29,959.91
1731,2021-08-12 15:42:01,0.26
1730,2021-08-12 15:20:18,2.75
1729,2021-08-12 15:19:29,0.01
1728,2021-08-12 14:17:54,3.75
1727,2021-08-12 13:32:14,0.16
1726,2021-08-12 13:10:34,4.21
1725,2021-08-12 12:25:31,0.09
1724,2021-08-12 12:11:04,0.19
1723,2021-08-12 09:12:14,151.15
1722,2021-08-12 05:26:56,9.78
1721,2021-08-11 21:33:07,2.34
1720,2021-08-11 20:56:03,16.47
1719,2021-08-11 20:34:16,0.03
1718,2021-08-11 19:49:08,0.99
1717,2021-08-11 19:14:11,0.14
1716,2021-08-11 18:49:55,0.39
1715,2021-08-11 18:44:59,1.1
1714,2021-08-11 18:37:44,0.16
1713,2021-08-11 18:27:03,18.49
1712,2021-08-11 16:42:57,15.06
1710,2021-08-11 14:59:08,0.29
1709,2021-08-11 14:32:38,0.14
1708,2021-08-11 13:58:22,24.79
1707,2021-08-11 13:29:41,0.0
1706,2021-08-11 12:50:00,0.03
1705,2021-08-11 12:15:42,1.93
1704,2021-08-11 12:02:02,0.03
1703,2021-08-11 10:00:09,0.0
1702,2021-08-10 21:09:07,0.01
1701,2021-08-10 20:59:06,0.02
1700,2021-08-10 20:39:25,0.06
1699,2021-08-10 18:06:15,1.66
1698,2021-08-10 17:21:55,0.01
1695,2021-08-10 14:37:52,5.64
1694,2021-08-10 14:31:13,1.63
1693,2021-08-10 13:43:05,5.11
1692,2021-08-10 10:56:22,5.15
1691,2021-08-10 09:17:50,45.56
1689,2021-08-10 07:59:20,0.52
1688,2021-08-09 23:10:35,1049.43
1687,2021-08-09 22:29:27,1.28
1686,2021-08-09 20:18:06,2.69
1684,2021-08-09 12:50:23,0.03
1683,2021-08-09 12:46:44,0.11
1682,2021-08-09 12:17:50,0.61
1681,2021-08-07 10:49:02,0.01
1680,2021-08-06 22:47:56,0.21
1679,2021-08-06 22:22:40,66.36
1678,2021-08-06 21:28:27,0.62
1677,2021-08-06 21:15:38,12.74
1676,2021-08-06 20:17:31,0.01
1675,2021-08-06 18:55:51,0.0
1674,2021-08-06 18:32:53,0.02
1672,2021-08-06 16:31:54,0.66
1671,2021-08-06 13:08:53,4.81
1670,2021-08-06 11:37:32,0.06
1669,2021-08-06 01:16:47,1.22
1668,2021-08-05 23:23:12,2.74
1667,2021-08-05 20:42:48,3.87
1666,2021-08-05 19:58:15,4.64
1665,2021-08-05 15:32:39,2.18
1664,2021-08-05 15:15:57,7.53
1663,2021-08-05 14:20:33,3.31
1662,2021-08-05 13:46:06,3.79
1661,2021-08-05 13:00:51,2.28
1660,2021-08-05 00:12:17,1.84
1659,2021-08-04 23:29:21,2.83
1658,2021-08-04 22:33:39,0.03
1657,2021-08-04 19:35:38,3.18
1656,2021-08-04 19:33:54,0.15
1655,2021-08-04 19:33:14,3.48
1654,2021-08-04 19:31:47,0.23
1653,2021-08-04 18:45:00,0.19
1652,2021-08-04 16:22:11,0.38
1651,2021-08-04 14:58:26,7.74
1650,2021-08-04 00:56:00,1191.67
1649,2021-08-03 17:53:39,0.04
1648,2021-08-03 17:29:59,2.2
1647,2021-08-03 17:12:18,19.73
1646,2021-08-03 05:40:01,7.77
1645,2021-08-03 04:43:32,0.01
1644,2021-08-02 23:13:47,0.95
1643,2021-08-02 22:55:46,0.01
1642,2021-08-02 20:33:46,409.27
1641,2021-08-02 20:10:14,21.5
1640,2021-08-02 17:34:03,23.89
1638,2021-07-30 19:35:01,0.25
1637,2021-07-30 19:33:48,0.28
1636,2021-07-30 19:29:54,0.34
1635,2021-07-30 19:29:21,96.19
1634,2021-07-30 19:27:48,0.38
1633,2021-07-30 19:24:31,0.1
1631,2021-07-30 08:48:59,3003.43
1630,2021-07-30 08:31:07,3.09
1629,2021-07-30 08:19:51,80.67
1628,2021-07-30 00:25:37,472.94
1627,2021-07-29 22:36:54,98.91
1626,2021-07-29 20:26:19,0.68
1625,2021-07-29 18:26:11,0.01
1624,2021-07-29 17:33:39,2.25
1623,2021-07-29 16:07:40,0.78
1622,2021-07-29 14:39:42,2.44
1621,2021-07-29 14:31:41,2.39
1620,2021-07-29 11:10:14,24.86
1619,2021-07-29 10:21:46,3.43
1618,2021-07-29 08:34:23,1.89
1617,2021-07-29 02:14:14,0.0
1616,2021-07-29 01:13:02,0.15
1615,2021-07-29 00:56:12,0.0
1614,2021-07-28 19:14:29,0.01
1613,2021-07-28 12:39:28,0.5
1612,2021-07-28 10:03:45,3.08
1611,2021-07-28 10:01:44,1.65
1610,2021-07-27 22:33:39,13.37
1609,2021-07-27 13:01:43,22.88
1608,2021-07-27 08:42:02,2.1
1607,2021-07-26 22:11:01,1.03
1606,2021-07-26 22:08:26,0.04
1605,2021-07-26 20:39:46,42.03
1604,2021-07-26 19:55:49,14.73
1603,2021-07-26 17:40:15,0.25
1601,2021-07-26 16:26:07,0.31
1600,2021-07-26 09:33:59,7.18
1599,2021-07-23 09:59:18,0.48
1598,2021-07-23 09:31:12,0.97
1597,2021-07-23 09:21:36,1.14
1596,2021-07-23 07:45:35,2.82
1595,2021-07-23 05:15:49,4.06
1594,2021-07-23 01:10:55,0.0
1593,2021-07-23 00:29:28,0.01
1592,2021-07-22 23:44:02,89.01
1591,2021-07-22 16:12:43,0.0
1590,2021-07-22 12:06:53,3.24
1589,2021-07-22 10:31:50,105.13
1588,2021-07-22 09:33:46,781.43
1587,2021-07-21 20:01:03,0.06
1586,2021-07-21 19:13:16,0.06
1585,2021-07-21 12:13:29,2.42
1584,2021-07-21 06:04:11,0.0
1583,2021-07-21 04:44:56,0.01
1582,2021-07-20 17:31:37,1389.45
1581,2021-07-20 16:33:56,0.05
1580,2021-07-20 14:55:04,0.09
1579,2021-07-20 13:22:33,1.63
1578,2021-07-20 13:11:50,20.91
1575,2021-07-20 10:03:16,0.3
1574,2021-07-20 04:52:05,5.46
1573,2021-07-19 18:49:45,0.42
1571,2021-07-19 18:30:00,0.25
1570,2021-07-19 18:06:42,0.02
1569,2021-07-19 15:51:07,21.36
1568,2021-07-19 15:48:16,505.01
1567,2021-07-16 23:09:02,0.0
1566,2021-07-16 15:38:02,2.44
1565,2021-07-16 15:06:54,0.38
1563,2021-07-16 03:46:52,0.43
1562,2021-07-15 19:00:04,8.13
1561,2021-07-14 22:20:03,0.34
1560,2021-07-14 20:35:28,0.0
1559,2021-07-14 20:20:00,0.14
1558,2021-07-14 12:12:01,22.68
1557,2021-07-14 05:58:43,11268.57
1556,2021-07-14 05:48:12,0.0
1555,2021-07-13 18:00:00,0.0
1554,2021-07-13 16:23:57,0.03
1553,2021-07-13 08:24:09,2.29
1552,2021-07-13 07:01:12,7.88
1551,2021-07-13 00:34:53,52.37
1549,2021-07-12 21:13:28,17.21
1548,2021-07-10 08:57:27,48.87
1546,2021-07-09 22:41:39,65.42
1545,2021-07-09 22:23:55,149.83
1544,2021-07-09 22:13:11,14.73
1543,2021-07-09 21:52:58,0.01
1542,2021-07-09 17:44:24,70.23
1541,2021-07-09 09:31:53,1.26
1540,2021-07-08 20:02:40,122.2
1539,2021-07-08 18:44:36,1821.84
1537,2021-07-08 12:45:30,269.32
1536,2021-07-08 05:00:31,6.0
1535,2021-07-07 11:27:36,0.96
1533,2021-07-06 14:44:32,78.77
1532,2021-07-03 11:27:40,71.03
1531,2021-07-02 18:39:48,985.12
1530,2021-07-02 18:11:38,0.03
1529,2021-07-02 17:06:51,0.65
1528,2021-07-02 16:54:49,1.11
1527,2021-07-02 07:07:16,2.69
1526,2021-07-01 16:38:26,0.0
1525,2021-07-01 16:21:17,0.0
1524,2021-07-01 14:17:53,0.95
1522,2021-07-01 09:00:23,3.86
1521,2021-06-30 22:24:09,15.9
1520,2021-06-30 19:50:14,0.19
1519,2021-06-30 18:45:33,1.81
1517,2021-06-30 17:08:47,371.1
1516,2021-06-30 16:06:22,1516.02
1515,2021-06-30 12:25:21,1.35
1514,2021-06-30 08:43:22,1.42
1513,2021-06-29 16:22:06,0.01
1512,2021-06-29 10:29:31,0.81
1511,2021-06-28 20:29:33,5731.34
1510,2021-06-28 19:45:03,44.8
1509,2021-06-28 18:25:16,20.83
1507,2021-06-28 09:57:39,2.7
1506,2021-06-25 18:45:02,0.01
1505,2021-06-25 15:31:41,1.22
1504,2021-06-24 13:34:21,0.06
1503,2021-06-23 19:31:00,0.01
1502,2021-06-23 14:59:30,2.16
1501,2021-06-22 06:02:06,5.53
1500,2021-06-21 22:35:26,1176.51
1499,2021-06-21 16:01:15,19.74
1498,2021-06-21 09:34:25,1.9
1497,2021-06-18 02:11:59,2.35
1496,2021-06-18 01:58:40,0.03
1495,2021-06-18 01:16:45,0.01
1494,2021-06-17 21:13:31,1.88
1492,2021-06-17 20:48:24,92.25
1490,2021-06-17 17:49:43,0.43
1489,2021-06-17 10:28:24,2.82
1488,2021-06-17 06:21:22,6.98
1487,2021-06-16 21:32:59,162.91
1486,2021-06-16 17:53:32,0.0
1485,2021-06-16 16:12:24,166.31
1484,2021-06-16 15:40:30,0.09
1483,2021-06-16 12:24:40,0.05
1482,2021-06-16 09:40:17,0.48
1481,2021-06-16 07:20:55,4.87
1480,2021-06-16 06:37:17,222.85
1479,2021-06-16 06:22:16,223.11
1478,2021-06-15 20:55:48,0.01
1477,2021-06-15 20:13:07,0.02
1476,2021-06-15 19:08:56,0.28
1475,2021-06-15 17:27:18,0.0
